"File","IMOnum","Name"
"USA","9820269","FANREACH"
"USA","9465760","BATIS"
"USA","9405978","BEHDOKHT"
"USA","9283033","GOLBON"
"USA","9226956","HAMGAM"
"USA","9032666","KHURAN"
"USA","9274941","MIAMI PRIDE"
"USA","9387815","OURA"
"USA","9820257","GOODREACH"
"USA","9820245","TENREACH"
"USA","9405966","ROSHAK"
"USA","9270658","SHAMIM"
"USA","9270646","SHIBA"
"USA","9305192","AMINA"
"USA","9165786","AREZOO"
"USA","9386500","ARSHAM"
"USA","9226944","ARTARIA"
"USA","9405930","ARTMAN"
"USA","9465746","AVANG"
"USA","9405942","BASKAR"
"USA","9387798","BAVAND"
"USA","9167289","BEHSHAD"
"USA","9349590","BEHTA"
"USA","9125126","CASPIA"
"USA","9369710","DARYABAR"
"USA","9125138","DELICE"
"USA","9387803","DELNAVAZ"
"USA","9305207","DELRUBA"
"USA","9120994","DEVREZ"
"USA","9305219","GANJ"
"USA","9465758","KIAZAND"
"USA","8909472","MENA"
"USA","9165839","NEGAR"
"USA","9506320","NOOR 1"
"USA","9465851","PARISAN"
"USA","9387786","PARSHAD"
"USA","9051648","PARSHAN"
"USA","9209350","PERARIN"
"USA","9209348","SARVIN"
"USA","9167253","SAVIZ"
"USA","9349588","SHABDIS"
"USA","9349576","SHAHRAZ"
"USA","8917467","TABUK"
"USA","9213399","TERMEH"
"USA","9465849","WARTA"
"USA","9349679","ZARDIS"
"USA","9078191","NYMEX STAR"
"USA","9283758","FAXON"
"USA","9569700","DERYA"
"USA","9569695","DIONA"
"USA","9569712","DUNE"
"USA","7912111","URDANETA"
"USA","8767953","GP-21"
"USA","9513270","BICENTENARIO XIV"
"USA","8767977","GP-23"
"USA","9513282","BICENTENARIO XII"
"USA","8772049","L-409"
"USA","9513294","BICENTENARIO XIII"
"USA","9513309","BICENTENARIO XVI"
"USA","9432658","AMUAY"
"USA","9513311","BICENTENARIO XI"
"USA","9513323","BICENTENARIO II"
"USA","9542518","BICENTENARIO V"
"USA","9556947","BICENTENARIO IV"
"USA","9557549","BICENTENARIO VI"
"USA","9557915","BICENTENARIO IX"
"USA","9432660","PDVSA CARDON"
"USA","9540883","CUMANAGOTO"
"USA","9540895","CARIBE"
"USA","9662643","JAZMIN"
"USA","9667813","SABANETA"
"USA","9670987","MANAURE"
"USA","9670999","MARA"
"USA","9671668","MARGARITA 1"
"USA","9688790","YORACO"
"USA","9688805","CAYAURIMA"
"USA","9693240","TRIBILIN"
"USA","9717357","AMAPOLA 1"
"USA","9739898","GARDENIA"
"USA","9564126","BICENTENARIO X"
"USA","9564695","BICENTENARIO VIII"
"USA","9182667","DESPINA ANDRIANNA"
"USA","9584762","BICENTENARIO I"
"USA","9513268","BICENTENARIO XV"
"USA","9585819","BICENTENARIO III"
"USA","9588990","BICENTENARIO VII"
"USA","9216547","S-TROTTER"
"USA","9289166","ESPERANZA"
"USA","8126070","SHANG YUAN BAO"
"USA","9735323","YAZ"
"USA","9735335","SIG"
"USA","8943155","SUDAK"
"USA","8523242","PASSAT"
"USA","9025778","OT-2077"
"USA","null","ST. VITAMIN"
"USA","9226968","SARAK"
"USA","9221970","SOBAR"
"USA","9155808","SOLAN"
"USA","9364112","TOUR 2"
"USA","9105906","BONITA QUEEN"
"USA","9116412","ADRIAN DARYA 1"
"USA","9105085","JASMINE"
"USA","9010022","ASIA BRIDGE"
"USA","9259692","GIRALT"
"USA","9502453","CARLOTA C"
"USA","9441178","SANDINO"
"USA","9295098","PETION"
"USA","9015278","LUCKY STAR"
"USA","8318867","CALM BRIDGE"
"USA","9038842","ICARO"
"USA","9117478","LUISA CACERES DE ARISMENDI"
"USA","9117492","MANUELA SAENZ"
"USA","9543512","PARAMACONI"
"USA","9552496","TEREPAIMA"
"USA","9543500","YARE"
"USA","9776523","GENAVA 12"
"USA","9804617","GENAVA 11"
"USA","7514517","MARAYA"
"USA","9588885","HONG XUN"
"USA","9020015","STAR 18"
"USA","9176773","BALITA"
"USA","9041057","DOMANI"
"USA","9018464","FREEDOM"
"USA","9590008","MAKSIM GORKY"
"USA","9147447","SIERRA"
"USA","9237539","LONGBOW LAKE"
"USA","9102239","WU XIAN"
"USA","9188752","BOSCO GILAN"
"USA","8674156","FORTUNA"
"USA","9192258","BALIAR"
"USA","9338230","YURY TOPCHEV"
"USA","9310018","VLADISLAV STRIZHOV"
"USA","8770261","AKADEMIK CHERSKIY"
"USA","9572020","BALTIYSKIY ISSLEDOVATEL"
"USA","9171620","UMKA"
"USA","9747194","ARTEMIS OFFSHORE"
"USA","9272412","FINVAL"
"USA","9171876","NARVAL"
"USA","9157820","SIVUCH"
"USA","8724080","KAPITAN BEKLEMISHEV"
"USA","9497531","SPASATEL KAREV"
"USA","9797577","BAKHTEMIR"
"USA","9682423","MURMAN"
"USA","9167148","TRIPLE SUCCESS"
"USA","9624225","OSTAP SHEREMETA"
"USA","9624213","IVAN SIDORENKO"
"USA","8537097","FU YUAN YU 7876"
"USA","8537102","FU YUAN YU 7877"
"USA","9828663","FU YUAN YU 7861"
"USA","9828675","FU YUAN YU 7862"
"USA","9828687","FU YUAN YU 7864"
"USA","9828699","FU YUAN YU 7863"
"USA","9828754","FU YUAN YU 7882"
"USA","9828766","FU YUAN YU 7883"
"USA","9842293","FU YUAN YU 7886"
"USA","9842308","FU YUAN YU 7887"
"USA","7815246","FU YUAN YU 005"
"USA","8403698","FU YUAN YU 008"
"USA","8414295","FU YUAN YU F91"
"USA","9869291","FU YUAN YU 8672"
"USA","9869473","FU YUAN YU 8673"
"USA","9869485","FU YUAN YU 8674"
"USA","8820509","FU YUAN YU 557"
"USA","9869497","FU YUAN YU 8675"
"USA","8994013","MIN FUZHOU YU F009"
"USA","9870123","FU YUAN YU 8676"
"USA","9016571","FU YUAN YU 559"
"USA","9031947","FU YUAN YU 558"
"USA","9096507","FU YUAN YU F30"
"USA","9870238","FU YUAN YU 8677"
"USA","9756573","HONG FENG 1 HAO"
"USA","9870240","FU YUAN YU 8678"
"USA","9828704","FU YUAN YU 7865"
"USA","9828716","FU YUAN YU 7866"
"USA","9842279","FU YUAN YU 7884"
"USA","9842281","FU YUAN YU 7885"
"USA","9870111","FU YUAN YU 8660"
"USA","9870587","FU YUAN YU 8661"
"USA","9871232","FU YUAN YU 7894"
"USA","9870599","FU YUAN YU 8662"
"USA","9872561","FU YUAN YU 7888"
"USA","9872573","FU YUAN YU 7889"
"USA","9871244","FU YUAN YU 7895"
"USA","9888273","FU YUAN YU 7900"
"USA","9888285","FU YUAN YU 7901"
"USA","9872224","FU YUAN YU 7896"
"USA","9888297","FU YUAN YU 7902"
"USA","9897066","FU YUAN YU YUN 993"
"USA","9916654","FU YUAN YU 8696"
"USA","9872262","FU YUAN YU 7897"
"USA","9916692","FU YUAN YU 8695"
"USA","9916707","FU YUAN YU 8697"
"USA","9916721","FU YUAN YU 8698"
"USA","9920954","FU YUAN YU YUN 991"
"USA","9933717","FU YUAN YU 8636"
"USA","9872274","FU YUAN YU 7898"
"USA","9933729","FU YUAN YU 8637"
"USA","9933731","FU YUAN YU 8638"
"USA","9872286","FU YUAN YU 7899"
"USA","9934503","FU YUAN YU 8635"
"USA","9872585","FU YUAN YU 7868"
"USA","9934515","FU YUAN YU 8639"
"USA","9934527","FU YUAN YU 8640"
"USA","9934539","FU YUAN YU 8641"
"USA","9934541","FU YUAN YU 8642"
"USA","9872602","FU YUAN YU 7869"
"USA","9934553","FU YUAN YU 8643"
"USA","9874064","FU YUAN YU 7872"
"USA","9934565","FU YUAN YU 8644"
"USA","9874131","FU YUAN YU 7870"
"USA","9934577","FU YUAN YU 8645"
"USA","9874155","FU YUAN YU 7871"
"USA","9934589","FU YUAN YU 8646"
"USA","9874167","FU YUAN YU 7873"
"USA","9878761","FU YUAN YU 7890"
"USA","9940497","FU YUAN YU 8647"
"USA","9878773","FU YUAN YU 7891"
"USA","9878785","FU YUAN YU 7893"
"USA","9879686","FU YUAN YU 7892"
"USA","9879715","FU YUAN YU 7874"
"USA","9940538","FU YUAN YU 8648"
"USA","9879727","FU YUAN YU 7875"
"USA","9940540","FU YUAN YU 8649"
"USA","9887152","FU YUAN YU YUN 995"
"USA","9940552","FU YUAN YU 8650"
"USA","9940576","FU YUAN YU 8651"
"USA","9940590","FU YUAN YU 8652"
"USA","9940617","FU YUAN YU 8653"
"USA","9940629","FU YUAN YU 8654"
"USA","9887853","FU YUAN YU YUN 997"
"USA","9891476","FU YUAN YU 7601"
"USA","9891488","FU YUAN YU 7602"
"USA","9891490","FU YUAN YU 7603"
"USA","9891505","FU YUAN YU 7604"
"USA","8828329","LONG XING 601"
"USA","8011055","LONG XING 602"
"USA","7416349","LONG XING 603"
"USA","8682490","LONG XING 605"
"USA","8682505","LONG XING 606"
"USA","8682517","LONG XING 607"
"USA","8682529","LONG XING 608"
"USA","9004449","LONG XING 609"
"USA","8713421","LONG XING 610"
"USA","9037678","LONG XING 611"
"USA","9038294","LONG XING 612"
"USA","8909769","LONG XING 621"
"USA","8915158","LONG XING 622"
"USA","8910976","LONG XING 623"
"USA","9036777","LONG XING 625"
"USA","9031935","LONG XING 626"
"USA","9016258","LONG XING 627"
"USA","9016246","LONG XING 628"
"USA","8687268","LONG XING 629"
"USA","8687270","LONG XING 630"
"USA","8648145","LONG XING 635"
"USA","9891608","FU YUAN YU 7605"
"USA","8648157","LONG XING 636"
"USA","9891610","FU YUAN YU 7606"
"USA","8648169","LONG XING 637"
"USA","8648171","LONG XING 638"
"USA","8529442","LONG XING 801"
"USA","9892365","FU YUAN YU 8679"
"USA","8529428","LONG XING 802"
"USA","8407802","TIAN XIANG 7"
"USA","8430562","TIAN XIANG 8"
"USA","8947553","TIAN XIANG 16"
"USA","9892377","FU YUAN YU 8680"
"USA","8603690","TIAN XIANG 18"
"USA","9893137","FU YUAN YU 8681"
"USA","8651283","TIAN YU 7"
"USA","8651295","TIAN YU 8"
"USA","9893149","FU YUAN YU 8682"
"USA","null","FU YUAN YU 8683"
"USA","9894399","FU YUAN YU 8686"
"USA","9894492","FU YUAN YU 8684"
"USA","9894507","FU YUAN YU 8685"
"USA","9894519","FU YUAN YU 8687"
"USA","9896294","FU YUAN YU 7611"
"USA","9896309","FU YUAN YU 7612"
"USA","9896323","FU YUAN YU 7613"
"USA","9896335","FU YUAN YU 7614"
"USA","9896347","FU YUAN YU 7615"
"USA","9896361","FU YUAN YU 7616"
"USA","9896373","FU YUAN YU 7617"
"USA","9896397","FU YUAN YU 7618"
"USA","9914785","FU YUAN YU 7630"
"USA","9914761","FU YUAN YU 7629"
"USA","9896402","FU YUAN YU 7619"
"USA","9914759","FU YUAN YU 7628"
"USA","9899052","FU YUAN YU 8688"
"USA","9914747","FU YUAN YU 7627"
"USA","9899064","FU YUAN YU 8689"
"USA","9914735","FU YUAN YU 7626"
"USA","9899076","FU YUAN YU 8690"
"USA","9914723","FU YUAN YU 7625"
"USA","9914606","FU YUAN YU 7624"
"USA","9899088","FU YUAN YU 8691"
"USA","9914591","FU YUAN YU 7622"
"USA","9914589","FU YUAN YU 7621"
"USA","9914577","FU YUAN YU 7620"
"USA","9899105","FU YUAN YU 8692"
"USA","9899117","FU YUAN YU 8693"
"USA","9910909","FU YUAN YU YUN 992"
"USA","9396854","MARLIN"
"USA","9220639","BALTIC LEADER"
"USA","9256858","LINDA"
"USA","9256860","PEGAS"
"USA","9277412","FESCO MONERON"
"USA","9287699","FESCO MAGADAN"
"USA","9109550","LIGHT MOON"
"USA","9661792","DILBAR"
"USA","1010703","TANGO"
"USA","9594339","LENA"
"USA","9102198","QUEEN LUCA"
"USA","1010648","SEA RHAPSODY"
"USA","9683740","LADY LEILA"
"USA","9784893","LADY RANIA"
"USA","9683738","LADY SEVDA"
"USA","9203710","SV KONSTANTIN"
"USA","9482926","SV NIKOLAY"
"USA","9160994","SPARTA II"
"USA","8807416","AMBAL"
"USA","9617923","MARIA E"
"USA","8814354","PIZHMA"
"USA","9268710","SPARTA"
"USA","9538892","SPARTA III"
"USA","9743033","SPARTA IV"
"USA","8305781","BELOMORSKIY"
"USA","null","CHIZHOVKA"
"USA","8922486","DVINSKIY ZALIV"
"USA","8502080","INZHENER TRUBIN"
"USA","8502107","INZHENER VESHNYAKOV"
"USA","8603406","IOHANN MAHMASTAL"
"USA","9279422","KAPITAN KOKOVIN"
"USA","8618073","KAPITAN RYNTSYN"
"USA","9279434","KAPITAN SAKHAROV"
"USA","9109081","KHOLMOGORY"
"USA","8928143","LAPOMINKA"
"USA","null","MEKHANIK BRILIN"
"USA","8904410","MEKHANIK KOTTSOV"
"USA","8904458","MEKHANIK KRASKOVSKIY"
"USA","8904379","MEKHANIK MAKARIN"
"USA","8904422","MEKHANIK PUSTOSHNYY"
"USA","8904434","MEKHANIK PYATLIN"
"USA","8904367","MEKHANIK YARTSEV"
"USA","9216482","MIKHAIL LOMONOSOV"
"USA","9210359","S. KUZNETSOV"
"USA","9250385","SIYANIE SEVERA"
"USA","9240550","SMP ARKHANGELSK"
"USA","9398046","SMP NOVODVINSK"
"USA","9376440","SMP SEVERODVINSK"
"USA","9179854","ADLER"
"USA","8931748","TERIBERKA"
"USA","9179842","ANGARA"
"USA","9198226","ASCALON"
"USA","9116632","POLAR ROCK"
"USA","9079169","ENISEY"
"USA","9255270","NP DIKSON"
"USA","9349291","ANASTASIIA"
"USA","9082142","ASKAR-SARYDZHA"
"USA","8700010","ETIM EMIN"
"USA","9083330","GASRET ALIEV"
"USA","9183831","NP DUDINKA"
"USA","8711289","RZK CONSTANTA"
"USA","9202053","SEVERNIY PROECT"
"USA","7236141","TRITON"
"USA","9083196","GENRIKH GASANOV"
"USA","9210256","VIKTOR ZABELIN"
"USA","9239458","SIBERIA"
"USA","9086253","TAIBOLA"
"USA","8606628","KOMPOZITOR GASANOV"
"USA","8821797","TAIMYR"
"USA","9014872","TAMBEY"
"USA","9349289","LADY D"
"USA","9081368","TERSKIY BEREG"
"USA","8821802","TIKSY"
"USA","9220641","LADY MARIIA"
"USA","9081332","TURUKHAN"
"USA","9161003","LADY R"
"USA","9358010","MAIA-1"
"USA","8700046","OLGA"
"USA","9347059","UTRENNIY"
"USA","9347061","SABETTA"
"USA","9481922","PORT OLYA-1"
"USA","9481881","PORT OLYA-2"
"USA","8861058","RASUL GAMZATOV"
"USA","8700060","SONA"
"USA","8866591","VALENTIN EMIROV"
"USA","9081291","TERIBERKA"
"USA","9829394","FLYING FOX"
"USA","1011551","GRACEFUL"
"USA","1006960","OLYMPIA"
"USA","1011331","MADAME GU"
"USA","null","SHELLEST"
"USA","null","NEGA"
"USA","9204805","SUMMER 5"
"USA","9294795","BS BRAVO"
"USA","1011202","NIRVANA"
"USA","9143506","GLORY HARVEST"
"USA","9142150","GAS ALLURE"
"USA","9282443","BUENO"
"USA","9221657","BLUEFINS"
"USA","9256016","B LUMINOSA"
"USA","9255880","ZEPHYR I"
"USA","9267132","BOCEANICA"
"USA","9233208","RAIN DROP"
"USA","9179701","NOLAN"
"USA","9304667","ADISA"
"USA","9194127","SAINT LIGHT"
"USA","1011159","ANATTA"
"USA","9486910","IRIS MAKRAN"
"USA","4743313","IRIS DENA"
"USA","9052331","DOLPHIN"
"USA","9249685","LAUREN"
"USA","9122291","RISING HARRIER"
"USA","9218301","GOLDEN BRIDGE"
"USA","9175901","CATTLE FORCE"
"USA","9224790","GOLDEN PHOENIX"
"USA","9558517","HERCULES"
"USA","9230098","JAMAICA"
"USA","7621011","GLADIATOR"
"USA","9445057","GOLDEN LIGHT 09"
"USA","9250505","GAS CATHAR"
"USA","9073672","RISING EAGLE"
"USA","8744107","YONG XIANG 29"
"USA","9105396","RISING FALCON"
"USA","9203928","FOREVER RICH"
"USA","9203930","YONG XIN"
"USA","9349095","XUAN NING"
"USA","9526693","LIANG SHENG"
"USA","9773301","FULL STAR"
"USA","9342786","AMIAS"
"USA","9888792","POLA HARITA"
"USA","9190107","POLA DUDINKA"
"USA","9691785","POLA SEVASTIANA"
"USA","9849423","POLA MAKARIA"
"USA","9849435","POLA FILOFEIA"
"USA","9849459","POLA SOFIA"
"USA","9849461","POLA FEODOSIA"
"USA","9849473","POLA FIVA"
"USA","9851103","POLA ANATOLIA"
"USA","9851115","POLA ANFISA"
"USA","9851127","POLA GALI"
"USA","9903877","POLA MIROPIA"
"USA","9906544","ASTROL-1"
"USA","9888807","POLA PELAGIA"
"USA","9889198","ALEKSANDR SOKOLOV"
"USA","9897690","POLA ANASTASIA"
"USA","9897705","POLA MARIA"
"USA","9903827","POLA YAROSLAVA"
"USA","9903839","POLA VARVARA"
"USA","9903841","POLA AGATA"
"USA","9903853","POLA ALEXIA"
"USA","9903865","POLA MARINA"
"USA","8318130","BALTIYSK"
"USA","9300348","AVRORA ALTAIR"
"USA","9300350","AVRORA REGUL"
"USA","9313589","AVRORA SIRIUS"
"USA","9868807","NAVIS 6"
"USA","9900514","PETROTRANS 5902"
"USA","9921996","VLADIMIR LATYSHEV"
"USA","9922110","VICTOR ANDRYUKHIN"
"USA","9922122","LEONID PESTRIKOV"
"USA","9922134","NIKOLAI LEONOV"
"USA","9924340","ALPHA HELIOS"
"USA","9924352","ALPHA HERMES"
"USA","9945136","VYACHESLAV ARSHINOV"
"USA","9945124","GENNADY EGOROV"
"USA","9940186","ALEXANDR DEEV"
"USA","9942392","NIKOLAY ANISHCHENKOV"
"USA","9741724","ALARA"
"USA","9759666","IPSALA"
"USA","9780940","ULA"
"USA","7423275","IVAN KIREEV"
"USA","8909329","ALEKSEY MARYSHEV"
"USA","8909331","GRIGORIY MIKHEYEV"
"USA","9912696","YURI BABAEV"
"USA","8315499","PAWELL"
"USA","9358034","SASCO ALDAN"
"USA","9246140","SASCO AVACHA"
"USA","9242986","SASCO ANGARA"
"USA","9255402","SASCO ANIVA"
"USA","9159921","PATRIA"
"USA","9118355","ZEYA"
"USA","9142588","KUNASHIR"
"USA","9190286","PARAMUSHIR"
"USA","8714657","SELENGA"
"USA","9190274","SHANTAR"
"USA","9179385","SIMUSHIR"
"USA","8330516","SAKHALIN 8"
"USA","8728543","SAKHALIN 9"
"USA","8857667","SAKHALIN 10"
"USA","9915105","KORYAK FSU"
"USA","9915090","SAAM FSU"
"USA","9258002","KAZAN"
"USA","9421960","SCF PRIMORYE"
"USA","9256066","LIGOVSKY PROSPECT"
"USA","9306782","NS CENTURY"
"USA","9299719","NS CHAMPION"
"USA","9610810","VIKTOR BAKAEV"
"USA","9322839","HS ATLANTICA"
"USA","8318740","CAPTAIN YAKUBOVICH"
"USA","8517839","MARIA"
"USA","8714695","ARKADIY CHERNYSHEV"
"USA","9610808","ANATOLY KOLODKIN"
"USA","9413559","NS ANTARCTIC"
"USA","9339313","NS LION"
"USA","9610793","GEORGY MASLOV"
"USA","9341093","NS CONSUL"
"USA","9411020","NS BURGAS"
"USA","9341067","NS CAPTAIN"
"USA","9312884","NS COLUMBUS"
"USA","9249128","SAKHALIN ISLAND"
"USA","9256054","NEVSKIY PROSPECT"
"USA","9256078","LITEYNY PROSPECT"
"USA","9270529","KRYMSK"
"USA","9777670","SANAR 15"
"USA","9312896","NS CREATION"
"USA","9412359","NS BRAVO"
"USA","9191711","MEHLE"
"USA","9226011","SINCERE 02"
